Date,Soybeans,Soybeans_Open,Soybeans_High,Soybeans_Low,Maize,Wheat,Oil,Dollar,SoybeanMeal,SoybeanOil,Soybeans_log,Soybeans_lag1,Soybeans_lag7,Soybeans_lag30,Maize_lag1,Maize_lag7,Maize_chg1,Maize_chg7,Oil_lag1,Oil_lag7,Oil_chg1,Oil_chg7,Dollar_lag1,Dollar_lag7,Dollar_chg1,Dollar_chg7,mom_5d,mom_20d,mom_60d,rsi_14,vol_10d,vol_30d,vol_60d,is_spike_5d,spike_with_oil_codriver,spike_without_oil,spike_magnitude,is_drop_5d,extreme_move_5d,soy_corn_ratio,soy_corn_ratio_dev,soy_oil_ratio,crush_spread,crush_spread_ma,crush_spread_dev,price_vs_ma90,ma90_slope,price_vs_ma20,ma20_vs_ma90,month_sin,month_cos,quarter,ret_1d_fwd,ret_7d_fwd,ret_14d_fwd,ret_30d_fwd,decomp_trend,decomp_cycle,decomp_residual,decomp_trend_slope,decomp_trend_acceleration,decomp_cycle_zscore,decomp_residual_vol,decomp_residual_zscore,decomp_above_trend,decomp_trend_dist_pct,decomp_cycle_position,ms_short_trend,ms_short_cycle,ms_short_noise_vol,ms_medium_trend,ms_medium_cycle,ms_medium_noise_vol,ms_long_trend,ms_long_cycle,ms_long_noise_vol,ms_trend_cross,ms_alignment,basis_seasonal_expected,local_price_est_usd_ton,basis_momentum_5d,basis_momentum_20d,basis_zscore,fx_basis_impact,ext_brazil_signal,ext_china_signal,brl_usd,cny_usd,insp_soy_bu,insp_soy_4wk_avg,insp_soy_yoy,insp_soy_zscore,cot_commercial_net,cot_noncomm_net,cot_noncomm_long_pct,cot_index,trends_interest,trends_norm,news_sentiment,news_volume,news_volume_norm,china_score,weather_score,macro_score,news_impact,news_shock,news_velocity_7d,intel_composite,intel_n_articles,intel_n_high_impact,news_biofuels_count,news_biofuels_signal,news_china_demand_count,news_china_demand_signal,news_geopolitics_count,news_geopolitics_signal,news_logistics_count,news_logistics_signal,news_macro_oil_count,news_macro_oil_signal,news_macro_usd_count,news_macro_usd_signal,news_policy_ar_count,news_policy_ar_signal,news_policy_br_count,news_policy_br_signal,news_policy_us_count,news_policy_us_signal,news_supply_global_count,news_supply_global_signal,news_usda_report_count,news_usda_report_signal,news_weather_ar_count,news_weather_ar_signal,news_weather_br_count,news_weather_br_signal,news_weather_us_count,news_weather_us_signal,wasde_surprise_proxy,wasde_surprise_ma3,wasde_bull_bias,front_next_spread,front_next_spread_pct,roll_yield_annual,days_between,curve_contango,curve_backwardation,days_to_next_event,days_since_event,in_event_window,post_event_drift,event_cost_mult,is_roll_window,days_to_wasde,days_since_wasde,days_to_acreage,days_to_stocks,event_intensity,cot_regime_extreme_long,cot_regime_long,cot_regime_neutral,cot_regime_short,cot_regime_extreme_short,cot_contrarian_score,clim_fwd_enso_value_3m,clim_fwd_enso_value_6m,clim_fwd_trend_3m,clim_fwd_phase_3m_nino,clim_fwd_phase_3m_nina,clim_fwd_phase_3m_neutral
2016-07-11,1082.75,1105.0,1105.0,1081.75,343.75,416.25,44.7599983215332,96.56999969482422,373.70001220703125,30.25,6.988182528094752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1498181818181816,0.0,24.190126018818663,63.64422507200857,0.0,63.64422507200857,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,3.0,0.02262756869083349,-0.05148926344954974,0.0,-0.04386977603324871,1082.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1082.75,0.0,0.0,1082.75,0.0,0.0,1082.75,0.0,0.0,0.0,0.0,-30.0,367.84566,0.0,0.0,-1.0,-0.0,0.0,0.0,3.3095,6.6917,14343403.0,10972329.916666668,0.0,-0.4670010924069595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,11,1,0,1.5,0,1,27,354,81,0.8187,0,0,0,0,1,2.0,1.169,0.805,1.12,1.0,0.0,0.0
2016-07-12,1107.25,1080.0,1107.25,1080.0,349.75,424.0,46.79999923706055,96.44000244140625,378.29998779296875,30.709999084472656,7.010537473625163,1082.75,0.0,0.0,343.75,0.0,0.01745454545454539,0.0,44.7599983215332,0.0,0.04557642966992548,0.0,96.56999969482422,0.0,-0.0013461453228619247,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.165832737669764,0.0,23.659188419883083,54.219584144136206,0.0,54.219584144136206,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,3.0,0.018740121923684905,-0.06750959584556337,0.0,-0.06592910363513205,1095.0,0.0,12.25,0.0,0.0,0.0,8.662058069535208,0.0,1,1.1187214611872145,0.0,1095.0,0.0,8.662058069535208,1095.0,0.0,8.662058069535208,1095.0,0.0,8.662058069535208,0.0,0.0,-30.0,376.84794,0.0,0.0,-1.0,-0.0,0.0,0.0,3.274,6.686,14343403.0,10972329.916666668,0.0,-0.4670010924069595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12,1,0,1.5,0,0,28,353,80,1.0,0,0,0,0,1,2.0,1.169,0.805,1.12,1.0,0.0,0.0
2016-07-13,1128.0,1112.25,1140.0,1112.25,365.75,426.25,44.75,96.22000122070312,388.5,30.649999618530273,7.029087564149662,1107.25,0.0,0.0,349.75,0.0,0.045746962115797096,0.0,46.79999923706055,0.0,-0.04380340321538234,0.0,96.44000244140625,0.0,-0.002281223715613123,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.084073820915926,0.0,25.206703910614525,55.017726911517,0.0,55.017726911517,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,3.0,-0.0146276595744681,-0.06750959584556337,-0.1265514184397163,-0.0862145390070922,1106.0,0.0,22.0,0.0,0.0,0.0,11.02364882120858,0.0,1,1.9891500904159132,0.0,1106.0,0.0,11.02364882120858,1106.0,0.0,11.02364882120858,1106.0,0.0,11.02364882120858,0.0,0.0,-30.0,384.47231999999997,0.0,0.0,-1.0,-0.0,0.0,0.0,3.2895,6.6832,14343403.0,10972329.916666668,0.0,-0.4670010924069595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27,1,1,1,1.5,0,27,1,352,79,0.8187,0,0,0,0,1,2.0,1.169,0.805,1.12,1.0,0.0,0.0
2016-07-14,1111.5,1133.5,1143.5,1111.5,362.25,421.75,45.68000030517578,96.08000183105469,381.29998779296875,31.1200008392334,7.014365014040395,1128.0,0.0,0.0,365.75,0.0,-0.009569377990430672,0.0,44.75,0.0,0.020782129724598475,0.0,96.22000122070312,0.0,-0.0014549925989640888,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0683229813664594,0.0,24.332311571242727,61.0114005979151,0.0,61.0114005979151,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,3.0,-0.0146276595744681,-0.06750959584556337,-0.10886189833558257,-0.0862145390070922,1107.375,0.0,4.125,0.0,0.0,0.0,9.711127101595022,0.0,1,0.37250253979004405,0.0,1107.375,0.0,8.949802139339916,1107.375,0.0,9.711127101595022,1107.375,0.0,9.711127101595022,0.0,0.3333333333333333,-30.0,378.40956,0.0,0.0,-1.0,-0.0,0.0,0.0,3.235,6.6801,14719411.166666666,11755024.958333334,0.0,-0.43794375338654684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26,2,1,1,1.0,0,26,2,351,78,0.6703,0,0,0,0,1,2.0,1.169,0.805,1.12,1.0,0.0,0.0
2016-07-15,1072.5,1083.0,1097.5,1057.0,352.25,424.75,45.95000076293945,96.58000183105469,369.3999938964844,30.889999389648438,6.978679617318836,1111.5,0.0,0.0,362.25,0.0,-0.027605244996549372,0.0,45.68000030517578,0.0,0.0059106929938674835,0.0,96.08000183105469,0.0,0.005203996570266378,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0447125621007807,0.0,23.340587207672364,71.57193590752672,0.0,71.57193590752672,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,3.0,-0.0146276595744681,-0.06750959584556337,-0.10886189833558257,-0.0862145390070922,1100.4,0.0,-27.90000000000009,0.0,0.0,0.0,18.758618019459785,-1.5989983893740949,0,-2.53544165757907,0.0,1100.4,0.0,25.282161860357903,1100.4,0.0,18.758618019459785,1100.4,0.0,18.758618019459785,0.0,0.3333333333333333,-30.0,364.0794,0.0,0.0,-1.0,-0.0,0.0,0.0,3.2731,6.6865,14719411.166666666,11755024.958333334,0.0,-0.43794375338654684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,3,0,1,1.0,0,25,3,350,77,0.5488,0,0,0,0,1,2.0,1.169,0.805,1.12,1.0,0.0,0.0
2016-07-18,1078.25,1062.0,1082.25,1050.25,357.0,429.5,45.2400016784668,96.55999755859375,373.0,30.940000534057617,6.984021634435587,1072.5,0.0,0.0,352.25,0.0,0.013484740951029028,0.0,45.95000076293945,0.0,-0.015451557620980494,0.0,96.58000183105469,0.0,-0.00020712644524412127,0.0,-0.004156084045255137,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0203081232492996,0.0,23.83399557903249,74.21011836669595,0.0,74.21011836669595,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,3.0,-0.0146276595744681,-0.06283329469047072,-0.06909343844191973,-0.08810572687224671,1096.7083333333333,0.0,-18.458333333333258,13.958333333333258,0.0,0.0,18.759402580710976,-0.9130236266366517,0,-1.6830667527829424,0.0,1099.5,0.0,16.90026503736952,1096.7083333333333,2.7916666666667425,19.296116297500582,1096.7083333333333,0.0,18.759402580710976,2.7916666666667425,0.0,-30.0,366.19218,0.0,0.0,-1.0,0.0031072184722202856,0.0,0.0,3.2523,6.7013,14719411.166666666,11755024.958333334,0.0,-0.43794375338654684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03138405960713479,-0.03138405960713479,0.0,0.0,0.0,0.0,0.0,0,0,22,6,0,0,1.0,0,22,6,347,74,0.3012,0,0,0,0,1,2.0,1.169,0.805,1.12,1.0,0.0,0.0
2016-07-19,1044.0,1076.5,1079.0,1041.0,341.75,418.0,44.650001525878906,97.05000305175781,359.70001220703125,30.65999984741211,6.951772164398911,1078.25,0.0,0.0,357.0,0.0,-0.04271708683473385,0.0,45.2400016784668,0.0,-0.013041559033997951,0.0,96.55999755859375,0.0,0.005074622054197064,0.0,-0.05712350417701517,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0548646671543525,0.0,23.381858103518834,76.42250335362519,0.0,76.42250335362519,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,3.0,-0.0146276595744681,-0.06283329469047072,-0.06909343844191973,-0.08810572687224671,1089.1785714285713,0.0,-45.17857142857133,-5.821428571428669,0.0,0.0,23.831213254430956,-1.577091909009461,0,-4.147948978588049,0.0,1086.85,0.0,11.062587099468729,1089.1785714285713,-2.328571428571422,23.47469318730481,1089.1785714285713,0.0,23.831213254430956,-5.1202380952381645,-0.6666666666666666,-30.0,353.60735999999997,0.0,0.0,-1.0,-0.18975547332306553,0.0,0.0,3.2754,6.6931,14719411.166666666,11755024.958333334,0.0,-0.43794375338654684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03138405960713479,-0.03138405960713479,0.0,0.0,0.0,0.0,0.0,0,0,21,7,0,0,1.0,0,21,7,346,73,0.2466,0,0,0,0,1,2.0,1.169,0.805,1.12,1.0,0.0,0.0
2016-07-20,1027.0,1047.0,1056.25,1025.0,337.5,413.0,44.939998626708984,97.19999694824219,352.3999938964844,30.709999084472656,6.93537044601511,1044.0,1082.75,0.0,341.75,343.75,-0.012435991221653286,-0.018181818181818188,44.650001525878906,44.7599983215332,0.006494895653295751,0.004021454690028126,97.05000305175781,96.56999969482422,0.0015455321150725787,0.00652373672371187,-0.08953900709219853,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.042962962962963,0.0,22.852693177200674,78.07841535926582,0.0,78.07841535926582,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,3.0,0.00535540408958135,-0.06283329469047072,-0.004868549172346692,-0.06523855890944497,1081.40625,0.0,-54.40625,-24.59375,0.0,0.0,27.580992575046352,-1.4850890715158782,0,-5.031064875018061,0.0,1066.65,0.0,11.65732959701033,1081.40625,-14.756249999999909,25.96923259679937,1081.40625,0.0,27.580992575046352,-12.427678571428487,-0.6666666666666666,-30.0,347.36088,0.0,0.0,-1.0,-0.3055484457824553,0.0,0.0,3.2468,6.676,14719411.166666666,11755024.958333334,0.0,-0.43794375338654684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03138405960713479,-0.03138405960713479,0.0,0.0,0.0,0.0,0.0,0,0,20,8,0,0,1.0,0,20,8,345,72,0.2019,0,0,0,0,1,2.0,1.169,0.805,1.12,1.0,0.0,0.0
2016-07-21,1032.5,1026.0,1042.5,1023.75,334.25,417.75,44.75,97.0,352.5,31.059999465942383,6.940706379121823,1027.0,1107.25,0.0,337.5,349.75,-0.009629629629629655,-0.044317369549678354,44.939998626708984,46.79999923706055,-0.004227828938919043,-0.04380340321538234,97.19999694824219,96.44000244140625,-0.0020575818366401766,0.005806693741365221,-0.07107512370670266,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.089005235602094,0.0,23.07262569832402,76.64615941612192,0.0,76.64615941612192,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,3.0,0.00535540408958135,-0.06283329469047072,-0.015012106537530268,-0.07118644067796609,1075.9722222222222,0.0,-43.47222222222217,-31.40277777777783,0.0,0.0,27.67303777381677,-0.9644751808971194,0,-4.040273654317796,0.0,1050.85,0.0,13.317782598215606,1075.9722222222222,-25.122222222222263,23.394481314027484,1075.9722222222222,0.0,27.67303777381677,-10.365972222222354,-0.6666666666666666,-30.0,349.3818,0.0,0.0,-1.0,-0.2872600389505675,0.0,0.0,3.2692,6.6735,26477676.333333332,15656956.375,0.0,0.18352196574467897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03138405960713479,-0.03138405960713479,0.0,0.0,0.0,0.0,0.0,0,0,19,9,0,0,1.0,0,19,9,344,71,0.1653,0,0,0,0,1,2.0,1.169,0.805,1.12,1.0,0.0,0.0
2016-07-22,1006.5,1034.25,1037.0,985.0,335.0,425.25,44.189998626708984,97.47000122070312,346.70001220703125,30.209999084472656,6.915227293820838,1032.5,1128.0,0.0,334.25,365.75,0.002243829468960401,-0.08407382091592619,44.75,44.75,-0.012513997168514313,-0.012513997168514313,97.0,96.22000122070312,0.004845373409310572,0.01299106198442912,-0.06153846153846154,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0044776119402985,0.0,22.776647007896916,80.66804063851168,0.0,80.66804063851168,0.0,0.0,-0.05848787446505001,0.0,-0.4999999999999997,-0.8660254037844388,3.0,0.00535540408958135,-0.06283329469047072,-0.015012106537530268,-0.07118644067796609,1069.025,0.0,-62.52500000000009,-31.375,0.0,0.0,29.832000445335584,-1.3800101128660427,0,-5.848787446505001,0.0,1037.65,0.0,10.722095566321698,1069.025,-31.375,15.734475531078104,1069.025,0.0,29.832000445335584,-6.252777777777737,-0.6666666666666666,-30.0,339.82836000000003,0.0,0.0,-1.0,-0.2764545577060451,0.0,0.0,3.2856,6.676,26477676.333333332,15656956.375,0.0,0.18352196574467897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03138405960713479,-0.03138405960713479,0.0,0.0,0.0,0.0,0.0,0,0,18,10,0,0,1.0,0,18,10,343,70,0.1353,0,0,0,0,1,2.0,1.169,0.805,1.12,1.0,0.0,0.0
